model,2nd_model,type,feature,importance,std,column
GradientBoostingRegressor,XGBoostRegressor,voting,,1.112, +/- 0.302,prev_week
GradientBoostingRegressor,XGBoostRegressor,voting,,0.964, +/- 0.050,day_of_year
GradientBoostingRegressor,XGBoostRegressor,voting,,0.323, +/- 0.084,next_week
GradientBoostingRegressor,XGBoostRegressor,voting,,0.270, +/- 0.020,day_of_week
GradientBoostingRegressor,XGBoostRegressor,voting,,0.018, +/- 0.021,day
GradientBoostingRegressor,XGBoostRegressor,voting,,0.010, +/- 0.042,next_day
GradientBoostingRegressor,XGBoostRegressor,voting,,-0.006, +/- 0.003,prev_day
GradientBoostingRegressor,XGBoostRegressor,voting,,-0.007, +/- 0.006,month
GradientBoostingRegressor,XGBoostRegressor,voting,,-0.018, +/- 0.017,week_of_year
GradientBoostingRegressor,XGBoostRegressor,cascade,,916.045, +/- 14.865,preds
GradientBoostingRegressor,XGBoostRegressor,cascade,,11.255, +/- 0.345,ts
GradientBoostingRegressor,XGBoostRegressor,cascade,,3.244, +/- 0.223,year
GradientBoostingRegressor,XGBoostRegressor,cascade,,2.348, +/- 0.029,day_of_year
GradientBoostingRegressor,XGBoostRegressor,cascade,,1.012, +/- 0.184,day_of_week
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.701, +/- 0.027,prev_hour
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.484, +/- 0.135,next_week
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.438, +/- 0.008,hour
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.299, +/- 0.051,next_hour
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.109, +/- 0.041,day
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.063, +/- 0.040,prev_week
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.032, +/- 0.026,next_day
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.022, +/- 0.066,prev_day
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.000, +/- 0.000,week_of_year
GradientBoostingRegressor,XGBoostRegressor,cascade,,-0.001, +/- 0.003,month
GradientBoostingRegressor,SVR,voting,,766.622, +/- 11.561,ts
GradientBoostingRegressor,SVR,voting,,4.789, +/- 0.356,hour
GradientBoostingRegressor,SVR,voting,,4.561, +/- 0.138,year
GradientBoostingRegressor,SVR,voting,,4.523, +/- 0.062,next_hour
GradientBoostingRegressor,SVR,voting,,4.247, +/- 0.095,prev_hour
GradientBoostingRegressor,SVR,voting,,2.898, +/- 0.082,month
GradientBoostingRegressor,SVR,voting,,2.841, +/- 0.100,day_of_year
GradientBoostingRegressor,SVR,voting,,2.796, +/- 0.081,week_of_year
GradientBoostingRegressor,SVR,voting,,2.779, +/- 0.067,day_of_week
GradientBoostingRegressor,SVR,voting,,2.444, +/- 0.132,next_week
GradientBoostingRegressor,SVR,voting,,2.300, +/- 0.091,prev_week
GradientBoostingRegressor,SVR,voting,,2.239, +/- 0.055,next_day
GradientBoostingRegressor,SVR,voting,,1.886, +/- 0.121,prev_day
GradientBoostingRegressor,SVR,voting,,1.258, +/- 0.021,day
GradientBoostingRegressor,SVR,cascade,,830.010, +/- 13.244,preds
GradientBoostingRegressor,SVR,cascade,,0.056, +/- 0.008,ts
GradientBoostingRegressor,SVR,cascade,,0.056, +/- 0.008,year
GradientBoostingRegressor,SVR,cascade,,0.048, +/- 0.007,prev_week
GradientBoostingRegressor,SVR,cascade,,0.037, +/- 0.010,prev_hour
GradientBoostingRegressor,SVR,cascade,,0.021, +/- 0.003,next_day
GradientBoostingRegressor,SVR,cascade,,0.020, +/- 0.010,next_week
GradientBoostingRegressor,SVR,cascade,,0.006, +/- 0.001,week_of_year
GradientBoostingRegressor,SVR,cascade,,0.006, +/- 0.001,day_of_week
GradientBoostingRegressor,SVR,cascade,,0.005, +/- 0.005,next_hour
GradientBoostingRegressor,SVR,cascade,,0.003, +/- 0.003,hour
GradientBoostingRegressor,SVR,cascade,,0.000, +/- 0.001,day
GradientBoostingRegressor,SVR,cascade,,-0.000, +/- 0.009,day_of_year
GradientBoostingRegressor,SVR,cascade,,-0.002, +/- 0.008,month
GradientBoostingRegressor,SVR,cascade,,-0.007, +/- 0.002,prev_day
GradientBoostingRegressor,GradientBoostingRegressor,voting,,799.803, +/- 11.669,ts
GradientBoostingRegressor,GradientBoostingRegressor,voting,,5.798, +/- 0.227,prev_hour
GradientBoostingRegressor,GradientBoostingRegressor,voting,,3.952, +/- 0.304,hour
GradientBoostingRegressor,GradientBoostingRegressor,voting,,2.615, +/- 0.130,next_hour
GradientBoostingRegressor,GradientBoostingRegressor,voting,,0.705, +/- 0.070,year
GradientBoostingRegressor,GradientBoostingRegressor,voting,,0.563, +/- 0.237,prev_week
GradientBoostingRegressor,GradientBoostingRegressor,voting,,-0.001, +/- 0.024,next_week
GradientBoostingRegressor,GradientBoostingRegressor,voting,,-0.003, +/- 0.058,day_of_year
GradientBoostingRegressor,GradientBoostingRegressor,voting,,-0.006, +/- 0.017,prev_day
GradientBoostingRegressor,GradientBoostingRegressor,voting,,-0.013, +/- 0.003,week_of_year
GradientBoostingRegressor,GradientBoostingRegressor,voting,,-0.013, +/- 0.017,day_of_week
GradientBoostingRegressor,GradientBoostingRegressor,voting,,-0.016, +/- 0.022,next_day
GradientBoostingRegressor,GradientBoostingRegressor,voting,,-0.022, +/- 0.036,day
GradientBoostingRegressor,GradientBoostingRegressor,voting,,-0.026, +/- 0.024,month
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,879.915, +/- 13.501,preds
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,1.778, +/- 0.064,ts
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.227, +/- 0.039,prev_hour
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.179, +/- 0.021,next_hour
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.118, +/- 0.013,year
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.092, +/- 0.021,hour
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.026, +/- 0.012,day_of_year
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.017, +/- 0.007,prev_week
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.013, +/- 0.007,day_of_week
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.004, +/- 0.004,next_week
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.003, +/- 0.003,prev_day
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.001, +/- 0.001,week_of_year
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.001, +/- 0.013,next_day
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,month
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,-0.012, +/- 0.017,day
