model,2nd_model,type,feature,importance,std,column
XGBoostRegressor,XGBoostRegressor,cascade,,0.005, +/- 0.001,t
XGBoostRegressor,XGBoostRegressor,cascade,,0.005, +/- 0.001,c6h6(gt)
XGBoostRegressor,XGBoostRegressor,cascade,,0.003, +/- 0.001,pt08.s5(o3)
XGBoostRegressor,XGBoostRegressor,cascade,,0.003, +/- 0.002,prev_hour
XGBoostRegressor,XGBoostRegressor,cascade,,0.003, +/- 0.000,day_of_year
XGBoostRegressor,XGBoostRegressor,cascade,,0.003, +/- 0.000,pt08.s4(no2)
XGBoostRegressor,XGBoostRegressor,cascade,,0.002, +/- 0.001,day
XGBoostRegressor,XGBoostRegressor,cascade,,0.002, +/- 0.001,ah
XGBoostRegressor,XGBoostRegressor,cascade,,0.002, +/- 0.000,pt08.s2(nmhc)
XGBoostRegressor,XGBoostRegressor,cascade,,0.002, +/- 0.000,day_of_week
XGBoostRegressor,XGBoostRegressor,cascade,,0.001, +/- 0.001,prev_day
XGBoostRegressor,XGBoostRegressor,cascade,,0.001, +/- 0.000,next_week
XGBoostRegressor,XGBoostRegressor,cascade,,0.000, +/- 0.000,prev_week
XGBoostRegressor,XGBoostRegressor,cascade,,0.000, +/- 0.000,year
XGBoostRegressor,XGBoostRegressor,cascade,,0.000, +/- 0.000,rh
XGBoostRegressor,XGBoostRegressor,cascade,,0.000, +/- 0.000,week_of_year
XGBoostRegressor,XGBoostRegressor,cascade,,0.000, +/- 0.000,month
XGBoostRegressor,XGBoostRegressor,cascade,,-0.001, +/- 0.000,next_day
XGBoostRegressor,SVR,voting,,2.356, +/- 0.113,ts
XGBoostRegressor,SVR,voting,,0.117, +/- 0.007,hour
XGBoostRegressor,SVR,voting,,0.106, +/- 0.002,pt08.s1(co)
XGBoostRegressor,SVR,voting,,0.054, +/- 0.001,c6h6(gt)
XGBoostRegressor,SVR,voting,,0.046, +/- 0.003,pt08.s2(nmhc)
XGBoostRegressor,SVR,voting,,0.044, +/- 0.003,next_hour
XGBoostRegressor,SVR,voting,,0.042, +/- 0.001,prev_hour
XGBoostRegressor,SVR,voting,,0.032, +/- 0.003,pt08.s5(o3)
XGBoostRegressor,SVR,voting,,0.032, +/- 0.005,pt08.s4(no2)
XGBoostRegressor,SVR,voting,,0.019, +/- 0.004,ah
XGBoostRegressor,SVR,voting,,0.019, +/- 0.004,rh
XGBoostRegressor,SVR,voting,,0.017, +/- 0.003,t
XGBoostRegressor,SVR,voting,,0.014, +/- 0.002,next_week
XGBoostRegressor,SVR,voting,,0.014, +/- 0.002,pt08.s3(nox)
XGBoostRegressor,SVR,voting,,0.009, +/- 0.002,prev_day
XGBoostRegressor,SVR,voting,,0.007, +/- 0.003,day_of_week
XGBoostRegressor,SVR,voting,,0.007, +/- 0.002,day_of_year
XGBoostRegressor,SVR,voting,,0.007, +/- 0.003,next_day
XGBoostRegressor,SVR,voting,,0.004, +/- 0.003,month
XGBoostRegressor,SVR,voting,,0.004, +/- 0.002,week_of_year
XGBoostRegressor,SVR,voting,,0.004, +/- 0.002,day
XGBoostRegressor,SVR,voting,,0.004, +/- 0.001,year
XGBoostRegressor,SVR,voting,,0.003, +/- 0.002,prev_week
XGBoostRegressor,SVR,cascade,,3.974, +/- 0.162,preds
XGBoostRegressor,SVR,cascade,,0.036, +/- 0.001,ts
XGBoostRegressor,SVR,cascade,,0.025, +/- 0.003,next_hour
XGBoostRegressor,SVR,cascade,,0.014, +/- 0.002,c6h6(gt)
XGBoostRegressor,SVR,cascade,,0.012, +/- 0.002,next_day
XGBoostRegressor,SVR,cascade,,0.012, +/- 0.002,pt08.s5(o3)
XGBoostRegressor,SVR,cascade,,0.011, +/- 0.003,prev_day
XGBoostRegressor,SVR,cascade,,0.011, +/- 0.003,next_week
XGBoostRegressor,SVR,cascade,,0.010, +/- 0.003,pt08.s2(nmhc)
XGBoostRegressor,SVR,cascade,,0.009, +/- 0.001,pt08.s4(no2)
XGBoostRegressor,SVR,cascade,,0.008, +/- 0.001,prev_hour
XGBoostRegressor,SVR,cascade,,0.008, +/- 0.001,pt08.s1(co)
XGBoostRegressor,SVR,cascade,,0.006, +/- 0.002,day
XGBoostRegressor,SVR,cascade,,0.004, +/- 0.004,pt08.s3(nox)
XGBoostRegressor,SVR,cascade,,0.004, +/- 0.003,prev_week
XGBoostRegressor,SVR,cascade,,0.003, +/- 0.001,ah
XGBoostRegressor,SVR,cascade,,0.002, +/- 0.001,hour
XGBoostRegressor,SVR,cascade,,0.002, +/- 0.002,t
XGBoostRegressor,SVR,cascade,,0.001, +/- 0.002,month
XGBoostRegressor,SVR,cascade,,0.001, +/- 0.002,day_of_year
XGBoostRegressor,SVR,cascade,,0.001, +/- 0.002,rh
XGBoostRegressor,SVR,cascade,,-0.000, +/- 0.003,day_of_week
XGBoostRegressor,SVR,cascade,,-0.000, +/- 0.003,week_of_year
XGBoostRegressor,SVR,cascade,,-0.001, +/- 0.001,year
XGBoostRegressor,GradientBoostingRegressor,voting,,2.593, +/- 0.121,ts
XGBoostRegressor,GradientBoostingRegressor,voting,,0.113, +/- 0.007,hour
XGBoostRegressor,GradientBoostingRegressor,voting,,0.060, +/- 0.004,prev_hour
XGBoostRegressor,GradientBoostingRegressor,voting,,0.043, +/- 0.003,pt08.s1(co)
XGBoostRegressor,GradientBoostingRegressor,voting,,0.040, +/- 0.004,next_hour
XGBoostRegressor,GradientBoostingRegressor,voting,,0.017, +/- 0.001,pt08.s2(nmhc)
XGBoostRegressor,GradientBoostingRegressor,voting,,0.014, +/- 0.003,ah
XGBoostRegressor,GradientBoostingRegressor,voting,,0.013, +/- 0.002,rh
XGBoostRegressor,GradientBoostingRegressor,voting,,0.013, +/- 0.001,pt08.s4(no2)
XGBoostRegressor,GradientBoostingRegressor,voting,,0.012, +/- 0.000,pt08.s5(o3)
XGBoostRegressor,GradientBoostingRegressor,voting,,0.012, +/- 0.003,t
XGBoostRegressor,GradientBoostingRegressor,voting,,0.008, +/- 0.003,pt08.s3(nox)
XGBoostRegressor,GradientBoostingRegressor,voting,,0.003, +/- 0.001,next_day
XGBoostRegressor,GradientBoostingRegressor,voting,,0.003, +/- 0.001,c6h6(gt)
XGBoostRegressor,GradientBoostingRegressor,voting,,0.002, +/- 0.001,day
XGBoostRegressor,GradientBoostingRegressor,voting,,0.002, +/- 0.001,prev_day
XGBoostRegressor,GradientBoostingRegressor,voting,,0.001, +/- 0.000,year
XGBoostRegressor,GradientBoostingRegressor,voting,,0.000, +/- 0.000,next_week
XGBoostRegressor,GradientBoostingRegressor,voting,,0.000, +/- 0.000,prev_week
XGBoostRegressor,GradientBoostingRegressor,voting,,-0.000, +/- 0.000,week_of_year
XGBoostRegressor,GradientBoostingRegressor,voting,,-0.000, +/- 0.001,day_of_year
XGBoostRegressor,GradientBoostingRegressor,voting,,-0.001, +/- 0.001,month
XGBoostRegressor,GradientBoostingRegressor,voting,,-0.001, +/- 0.001,day_of_week
XGBoostRegressor,GradientBoostingRegressor,cascade,,5.009, +/- 0.226,preds
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.132, +/- 0.008,ts
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.003, +/- 0.000,next_hour
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.002, +/- 0.000,hour
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.001, +/- 0.000,pt08.s1(co)
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.001, +/- 0.000,pt08.s5(o3)
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,pt08.s2(nmhc)
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,prev_day
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,day
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,prev_week
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,day_of_week
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,c6h6(gt)
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,t
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,month
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.001,prev_hour
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,ah
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,week_of_year
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,year
XGBoostRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,next_week
XGBoostRegressor,GradientBoostingRegressor,cascade,,-0.000, +/- 0.000,day_of_year
XGBoostRegressor,GradientBoostingRegressor,cascade,,-0.000, +/- 0.000,pt08.s4(no2)
XGBoostRegressor,GradientBoostingRegressor,cascade,,-0.000, +/- 0.000,next_day
XGBoostRegressor,GradientBoostingRegressor,cascade,,-0.000, +/- 0.000,rh
XGBoostRegressor,GradientBoostingRegressor,cascade,,-0.001, +/- 0.000,pt08.s3(nox)
SVR,,plain,,2.294, +/- 0.113,ts
SVR,,plain,,0.213, +/- 0.005,pt08.s1(co)
SVR,,plain,,0.111, +/- 0.006,c6h6(gt)
SVR,,plain,,0.083, +/- 0.006,pt08.s2(nmhc)
SVR,,plain,,0.069, +/- 0.004,pt08.s5(o3)
SVR,,plain,,0.059, +/- 0.005,next_hour
SVR,,plain,,0.057, +/- 0.002,hour
SVR,,plain,,0.053, +/- 0.003,next_week
SVR,,plain,,0.051, +/- 0.007,pt08.s4(no2)
SVR,,plain,,0.040, +/- 0.003,prev_hour
SVR,,plain,,0.030, +/- 0.009,pt08.s3(nox)
SVR,,plain,,0.028, +/- 0.003,t
SVR,,plain,,0.027, +/- 0.002,day_of_week
SVR,,plain,,0.027, +/- 0.002,week_of_year
SVR,,plain,,0.025, +/- 0.004,prev_day
SVR,,plain,,0.025, +/- 0.001,month
SVR,,plain,,0.024, +/- 0.002,day_of_year
SVR,,plain,,0.024, +/- 0.005,rh
SVR,,plain,,0.024, +/- 0.002,prev_week
SVR,,plain,,0.024, +/- 0.001,ah
SVR,,plain,,0.018, +/- 0.002,next_day
SVR,,plain,,0.016, +/- 0.001,year
SVR,,plain,,0.011, +/- 0.002,day
SVR,DecisionTreeRegressor,voting,,2.325, +/- 0.103,ts
SVR,DecisionTreeRegressor,voting,,0.125, +/- 0.017,hour
SVR,DecisionTreeRegressor,voting,,0.113, +/- 0.001,pt08.s1(co)
SVR,DecisionTreeRegressor,voting,,0.089, +/- 0.008,next_hour
SVR,DecisionTreeRegressor,voting,,0.089, +/- 0.004,pt08.s2(nmhc)
SVR,DecisionTreeRegressor,voting,,0.063, +/- 0.004,prev_hour
SVR,DecisionTreeRegressor,voting,,0.052, +/- 0.004,pt08.s3(nox)
SVR,DecisionTreeRegressor,voting,,0.035, +/- 0.005,rh
SVR,DecisionTreeRegressor,voting,,0.034, +/- 0.006,pt08.s5(o3)
SVR,DecisionTreeRegressor,voting,,0.026, +/- 0.007,c6h6(gt)
SVR,DecisionTreeRegressor,voting,,0.020, +/- 0.004,ah
SVR,DecisionTreeRegressor,voting,,0.020, +/- 0.002,pt08.s4(no2)
SVR,DecisionTreeRegressor,voting,,0.016, +/- 0.009,t
SVR,DecisionTreeRegressor,voting,,0.015, +/- 0.003,prev_day
SVR,DecisionTreeRegressor,voting,,0.013, +/- 0.001,next_week
SVR,DecisionTreeRegressor,voting,,0.010, +/- 0.005,day_of_year
SVR,DecisionTreeRegressor,voting,,0.008, +/- 0.006,next_day
SVR,DecisionTreeRegressor,voting,,0.007, +/- 0.004,week_of_year
SVR,DecisionTreeRegressor,voting,,0.007, +/- 0.002,day
SVR,DecisionTreeRegressor,voting,,0.004, +/- 0.004,month
SVR,DecisionTreeRegressor,voting,,0.004, +/- 0.000,year
SVR,DecisionTreeRegressor,voting,,0.003, +/- 0.003,prev_week
SVR,DecisionTreeRegressor,voting,,0.001, +/- 0.002,day_of_week
SVR,DecisionTreeRegressor,cascade,,4.086, +/- 0.164,preds
SVR,DecisionTreeRegressor,cascade,,0.587, +/- 0.041,ts
SVR,DecisionTreeRegressor,cascade,,0.200, +/- 0.008,prev_hour
SVR,DecisionTreeRegressor,cascade,,0.125, +/- 0.002,next_hour
SVR,DecisionTreeRegressor,cascade,,0.098, +/- 0.011,hour
SVR,DecisionTreeRegressor,cascade,,0.080, +/- 0.006,rh
SVR,DecisionTreeRegressor,cascade,,0.064, +/- 0.004,pt08.s2(nmhc)
SVR,DecisionTreeRegressor,cascade,,0.055, +/- 0.011,pt08.s5(o3)
SVR,DecisionTreeRegressor,cascade,,0.055, +/- 0.021,ah
SVR,DecisionTreeRegressor,cascade,,0.055, +/- 0.011,pt08.s1(co)
SVR,DecisionTreeRegressor,cascade,,0.053, +/- 0.007,pt08.s3(nox)
SVR,DecisionTreeRegressor,cascade,,0.047, +/- 0.005,pt08.s4(no2)
SVR,DecisionTreeRegressor,cascade,,0.032, +/- 0.002,t
SVR,DecisionTreeRegressor,cascade,,0.032, +/- 0.014,prev_day
SVR,DecisionTreeRegressor,cascade,,0.020, +/- 0.006,day
SVR,DecisionTreeRegressor,cascade,,0.017, +/- 0.002,next_day
SVR,DecisionTreeRegressor,cascade,,0.013, +/- 0.004,c6h6(gt)
SVR,DecisionTreeRegressor,cascade,,0.013, +/- 0.006,prev_week
SVR,DecisionTreeRegressor,cascade,,0.008, +/- 0.005,week_of_year
SVR,DecisionTreeRegressor,cascade,,0.008, +/- 0.009,day_of_week
SVR,DecisionTreeRegressor,cascade,,0.005, +/- 0.002,month
SVR,DecisionTreeRegressor,cascade,,0.003, +/- 0.004,next_week
SVR,DecisionTreeRegressor,cascade,,0.000, +/- 0.000,year
SVR,DecisionTreeRegressor,cascade,,-0.002, +/- 0.005,day_of_year
SVR,RandomForestRegressor,voting,,2.408, +/- 0.116,ts
SVR,RandomForestRegressor,voting,,0.087, +/- 0.002,hour
SVR,RandomForestRegressor,voting,,0.075, +/- 0.001,pt08.s1(co)
SVR,RandomForestRegressor,voting,,0.059, +/- 0.003,prev_hour
SVR,RandomForestRegressor,voting,,0.047, +/- 0.002,next_hour
SVR,RandomForestRegressor,voting,,0.043, +/- 0.002,pt08.s2(nmhc)
SVR,RandomForestRegressor,voting,,0.031, +/- 0.002,c6h6(gt)
SVR,RandomForestRegressor,voting,,0.024, +/- 0.002,pt08.s5(o3)
SVR,RandomForestRegressor,voting,,0.017, +/- 0.004,pt08.s4(no2)
SVR,RandomForestRegressor,voting,,0.014, +/- 0.002,next_week
SVR,RandomForestRegressor,voting,,0.013, +/- 0.004,rh
SVR,RandomForestRegressor,voting,,0.011, +/- 0.004,t
SVR,RandomForestRegressor,voting,,0.011, +/- 0.002,ah
SVR,RandomForestRegressor,voting,,0.010, +/- 0.003,pt08.s3(nox)
SVR,RandomForestRegressor,voting,,0.009, +/- 0.001,prev_day
SVR,RandomForestRegressor,voting,,0.006, +/- 0.002,week_of_year
SVR,RandomForestRegressor,voting,,0.006, +/- 0.002,day_of_week
SVR,RandomForestRegressor,voting,,0.006, +/- 0.002,day_of_year
SVR,RandomForestRegressor,voting,,0.006, +/- 0.002,next_day
SVR,RandomForestRegressor,voting,,0.004, +/- 0.002,month
SVR,RandomForestRegressor,voting,,0.004, +/- 0.001,day
SVR,RandomForestRegressor,voting,,0.004, +/- 0.002,prev_week
SVR,RandomForestRegressor,voting,,0.004, +/- 0.000,year
SVR,RandomForestRegressor,cascade,,3.754, +/- 0.171,preds
SVR,RandomForestRegressor,cascade,,0.168, +/- 0.007,ts
SVR,RandomForestRegressor,cascade,,0.067, +/- 0.006,prev_hour
SVR,RandomForestRegressor,cascade,,0.031, +/- 0.002,hour
SVR,RandomForestRegressor,cascade,,0.023, +/- 0.001,next_hour
SVR,RandomForestRegressor,cascade,,0.007, +/- 0.001,pt08.s5(o3)
SVR,RandomForestRegressor,cascade,,0.006, +/- 0.002,rh
SVR,RandomForestRegressor,cascade,,0.004, +/- 0.001,pt08.s2(nmhc)
SVR,RandomForestRegressor,cascade,,0.004, +/- 0.001,pt08.s3(nox)
SVR,RandomForestRegressor,cascade,,0.004, +/- 0.004,t
SVR,RandomForestRegressor,cascade,,0.004, +/- 0.001,c6h6(gt)
SVR,RandomForestRegressor,cascade,,0.003, +/- 0.000,pt08.s4(no2)
SVR,RandomForestRegressor,cascade,,0.002, +/- 0.002,ah
SVR,RandomForestRegressor,cascade,,0.002, +/- 0.001,pt08.s1(co)
SVR,RandomForestRegressor,cascade,,0.001, +/- 0.000,next_day
SVR,RandomForestRegressor,cascade,,0.001, +/- 0.000,prev_week
SVR,RandomForestRegressor,cascade,,0.001, +/- 0.000,next_week
SVR,RandomForestRegressor,cascade,,0.000, +/- 0.000,year
SVR,RandomForestRegressor,cascade,,-0.000, +/- 0.000,month
SVR,RandomForestRegressor,cascade,,-0.000, +/- 0.001,day
SVR,RandomForestRegressor,cascade,,-0.001, +/- 0.000,week_of_year
SVR,RandomForestRegressor,cascade,,-0.001, +/- 0.000,day_of_week
SVR,RandomForestRegressor,cascade,,-0.002, +/- 0.001,prev_day
SVR,RandomForestRegressor,cascade,,-0.002, +/- 0.000,day_of_year
SVR,XGBoostRegressor,voting,,2.356, +/- 0.113,ts
SVR,XGBoostRegressor,voting,,0.117, +/- 0.007,hour
SVR,XGBoostRegressor,voting,,0.106, +/- 0.002,pt08.s1(co)
SVR,XGBoostRegressor,voting,,0.054, +/- 0.001,c6h6(gt)
SVR,XGBoostRegressor,voting,,0.046, +/- 0.003,pt08.s2(nmhc)
SVR,XGBoostRegressor,voting,,0.044, +/- 0.003,next_hour
SVR,XGBoostRegressor,voting,,0.042, +/- 0.001,prev_hour
SVR,XGBoostRegressor,voting,,0.032, +/- 0.003,pt08.s5(o3)
SVR,XGBoostRegressor,voting,,0.032, +/- 0.005,pt08.s4(no2)
SVR,XGBoostRegressor,voting,,0.019, +/- 0.004,ah
SVR,XGBoostRegressor,voting,,0.019, +/- 0.004,rh
SVR,XGBoostRegressor,voting,,0.017, +/- 0.003,t
SVR,XGBoostRegressor,voting,,0.014, +/- 0.002,next_week
SVR,XGBoostRegressor,voting,,0.014, +/- 0.002,pt08.s3(nox)
SVR,XGBoostRegressor,voting,,0.009, +/- 0.002,prev_day
SVR,XGBoostRegressor,voting,,0.007, +/- 0.003,day_of_week
SVR,XGBoostRegressor,voting,,0.007, +/- 0.002,day_of_year
SVR,XGBoostRegressor,voting,,0.007, +/- 0.003,next_day
SVR,XGBoostRegressor,voting,,0.004, +/- 0.003,month
SVR,XGBoostRegressor,voting,,0.004, +/- 0.002,week_of_year
SVR,XGBoostRegressor,voting,,0.004, +/- 0.002,day
SVR,XGBoostRegressor,voting,,0.004, +/- 0.001,year
SVR,XGBoostRegressor,voting,,0.003, +/- 0.002,prev_week
SVR,XGBoostRegressor,cascade,,4.145, +/- 0.174,preds
SVR,XGBoostRegressor,cascade,,0.189, +/- 0.005,ts
SVR,XGBoostRegressor,cascade,,0.106, +/- 0.007,prev_hour
SVR,XGBoostRegressor,cascade,,0.074, +/- 0.004,hour
SVR,XGBoostRegressor,cascade,,0.068, +/- 0.004,pt08.s5(o3)
SVR,XGBoostRegressor,cascade,,0.067, +/- 0.005,pt08.s1(co)
SVR,XGBoostRegressor,cascade,,0.048, +/- 0.003,pt08.s4(no2)
SVR,XGBoostRegressor,cascade,,0.033, +/- 0.013,t
SVR,XGBoostRegressor,cascade,,0.032, +/- 0.002,c6h6(gt)
SVR,XGBoostRegressor,cascade,,0.029, +/- 0.004,next_hour
SVR,XGBoostRegressor,cascade,,0.028, +/- 0.002,pt08.s3(nox)
SVR,XGBoostRegressor,cascade,,0.022, +/- 0.006,ah
SVR,XGBoostRegressor,cascade,,0.014, +/- 0.004,rh
SVR,XGBoostRegressor,cascade,,0.013, +/- 0.004,pt08.s2(nmhc)
SVR,XGBoostRegressor,cascade,,0.007, +/- 0.001,day_of_year
SVR,XGBoostRegressor,cascade,,0.007, +/- 0.003,next_day
SVR,XGBoostRegressor,cascade,,0.006, +/- 0.002,day_of_week
SVR,XGBoostRegressor,cascade,,0.001, +/- 0.000,prev_week
SVR,XGBoostRegressor,cascade,,0.001, +/- 0.000,next_week
SVR,XGBoostRegressor,cascade,,0.000, +/- 0.000,week_of_year
SVR,XGBoostRegressor,cascade,,0.000, +/- 0.000,month
SVR,XGBoostRegressor,cascade,,-0.000, +/- 0.000,year
SVR,XGBoostRegressor,cascade,,-0.001, +/- 0.001,prev_day
SVR,XGBoostRegressor,cascade,,-0.003, +/- 0.001,day
SVR,SVR,voting,,2.294, +/- 0.113,ts
SVR,SVR,voting,,0.213, +/- 0.005,pt08.s1(co)
SVR,SVR,voting,,0.111, +/- 0.006,c6h6(gt)
SVR,SVR,voting,,0.083, +/- 0.006,pt08.s2(nmhc)
SVR,SVR,voting,,0.069, +/- 0.004,pt08.s5(o3)
SVR,SVR,voting,,0.059, +/- 0.005,next_hour
SVR,SVR,voting,,0.057, +/- 0.002,hour
SVR,SVR,voting,,0.053, +/- 0.003,next_week
SVR,SVR,voting,,0.051, +/- 0.007,pt08.s4(no2)
SVR,SVR,voting,,0.040, +/- 0.003,prev_hour
SVR,SVR,voting,,0.030, +/- 0.009,pt08.s3(nox)
SVR,SVR,voting,,0.028, +/- 0.003,t
SVR,SVR,voting,,0.027, +/- 0.002,day_of_week
SVR,SVR,voting,,0.027, +/- 0.002,week_of_year
SVR,SVR,voting,,0.025, +/- 0.004,prev_day
SVR,SVR,voting,,0.025, +/- 0.001,month
SVR,SVR,voting,,0.024, +/- 0.002,day_of_year
SVR,SVR,voting,,0.024, +/- 0.005,rh
SVR,SVR,voting,,0.024, +/- 0.002,prev_week
SVR,SVR,voting,,0.024, +/- 0.001,ah
SVR,SVR,voting,,0.018, +/- 0.002,next_day
SVR,SVR,voting,,0.016, +/- 0.001,year
SVR,SVR,voting,,0.011, +/- 0.002,day
SVR,SVR,cascade,,2.861, +/- 0.105,preds
SVR,SVR,cascade,,0.086, +/- 0.002,ts
SVR,SVR,cascade,,0.057, +/- 0.004,pt08.s1(co)
SVR,SVR,cascade,,0.052, +/- 0.004,c6h6(gt)
SVR,SVR,cascade,,0.037, +/- 0.005,pt08.s2(nmhc)
SVR,SVR,cascade,,0.033, +/- 0.006,pt08.s4(no2)
SVR,SVR,cascade,,0.020, +/- 0.001,next_week
SVR,SVR,cascade,,0.017, +/- 0.004,prev_hour
SVR,SVR,cascade,,0.016, +/- 0.002,prev_day
SVR,SVR,cascade,,0.015, +/- 0.003,next_hour
SVR,SVR,cascade,,0.015, +/- 0.003,pt08.s5(o3)
SVR,SVR,cascade,,0.013, +/- 0.001,hour
SVR,SVR,cascade,,0.011, +/- 0.006,pt08.s3(nox)
SVR,SVR,cascade,,0.010, +/- 0.001,day_of_week
SVR,SVR,cascade,,0.010, +/- 0.001,week_of_year
SVR,SVR,cascade,,0.010, +/- 0.001,next_day
SVR,SVR,cascade,,0.009, +/- 0.001,day
SVR,SVR,cascade,,0.009, +/- 0.001,month
SVR,SVR,cascade,,0.009, +/- 0.002,prev_week
SVR,SVR,cascade,,0.008, +/- 0.002,day_of_year
SVR,SVR,cascade,,0.007, +/- 0.002,ah
SVR,SVR,cascade,,0.006, +/- 0.004,t
SVR,SVR,cascade,,0.005, +/- 0.001,year
SVR,SVR,cascade,,0.004, +/- 0.003,rh
SVR,GradientBoostingRegressor,voting,,2.511, +/- 0.124,ts
SVR,GradientBoostingRegressor,voting,,0.072, +/- 0.001,pt08.s1(co)
SVR,GradientBoostingRegressor,voting,,0.067, +/- 0.001,hour
SVR,GradientBoostingRegressor,voting,,0.065, +/- 0.001,prev_hour
SVR,GradientBoostingRegressor,voting,,0.057, +/- 0.002,next_hour
SVR,GradientBoostingRegressor,voting,,0.028, +/- 0.002,c6h6(gt)
SVR,GradientBoostingRegressor,voting,,0.027, +/- 0.003,pt08.s2(nmhc)
SVR,GradientBoostingRegressor,voting,,0.020, +/- 0.002,pt08.s5(o3)
SVR,GradientBoostingRegressor,voting,,0.016, +/- 0.001,next_week
SVR,GradientBoostingRegressor,voting,,0.015, +/- 0.003,pt08.s4(no2)
SVR,GradientBoostingRegressor,voting,,0.010, +/- 0.003,rh
SVR,GradientBoostingRegressor,voting,,0.009, +/- 0.001,ah
SVR,GradientBoostingRegressor,voting,,0.009, +/- 0.002,prev_day
SVR,GradientBoostingRegressor,voting,,0.009, +/- 0.003,t
SVR,GradientBoostingRegressor,voting,,0.008, +/- 0.004,pt08.s3(nox)
SVR,GradientBoostingRegressor,voting,,0.007, +/- 0.001,day_of_week
SVR,GradientBoostingRegressor,voting,,0.007, +/- 0.001,week_of_year
SVR,GradientBoostingRegressor,voting,,0.006, +/- 0.001,day_of_year
SVR,GradientBoostingRegressor,voting,,0.006, +/- 0.001,next_day
SVR,GradientBoostingRegressor,voting,,0.005, +/- 0.001,month
SVR,GradientBoostingRegressor,voting,,0.005, +/- 0.001,prev_week
SVR,GradientBoostingRegressor,voting,,0.004, +/- 0.000,year
SVR,GradientBoostingRegressor,voting,,0.004, +/- 0.001,day
SVR,GradientBoostingRegressor,cascade,,3.479, +/- 0.166,preds
SVR,GradientBoostingRegressor,cascade,,0.071, +/- 0.004,prev_hour
SVR,GradientBoostingRegressor,cascade,,0.026, +/- 0.001,next_hour
SVR,GradientBoostingRegressor,cascade,,0.024, +/- 0.001,hour
SVR,GradientBoostingRegressor,cascade,,0.021, +/- 0.004,ts
SVR,GradientBoostingRegressor,cascade,,0.004, +/- 0.001,ah
SVR,GradientBoostingRegressor,cascade,,0.003, +/- 0.000,t
SVR,GradientBoostingRegressor,cascade,,0.003, +/- 0.001,pt08.s4(no2)
SVR,GradientBoostingRegressor,cascade,,0.003, +/- 0.001,pt08.s1(co)
SVR,GradientBoostingRegressor,cascade,,0.002, +/- 0.000,pt08.s5(o3)
SVR,GradientBoostingRegressor,cascade,,0.001, +/- 0.001,pt08.s2(nmhc)
SVR,GradientBoostingRegressor,cascade,,0.001, +/- 0.002,rh
SVR,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,c6h6(gt)
SVR,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,day_of_year
SVR,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,next_week
SVR,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,next_day
SVR,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,day
SVR,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,year
SVR,GradientBoostingRegressor,cascade,,-0.000, +/- 0.000,day_of_week
SVR,GradientBoostingRegressor,cascade,,-0.000, +/- 0.000,prev_day
SVR,GradientBoostingRegressor,cascade,,-0.000, +/- 0.000,month
SVR,GradientBoostingRegressor,cascade,,-0.000, +/- 0.000,week_of_year
SVR,GradientBoostingRegressor,cascade,,-0.000, +/- 0.000,prev_week
SVR,GradientBoostingRegressor,cascade,,-0.003, +/- 0.002,pt08.s3(nox)
GradientBoostingRegressor,,plain,,2.768, +/- 0.138,ts
GradientBoostingRegressor,,plain,,0.087, +/- 0.005,prev_hour
GradientBoostingRegressor,,plain,,0.084, +/- 0.001,hour
GradientBoostingRegressor,,plain,,0.051, +/- 0.006,next_hour
GradientBoostingRegressor,,plain,,0.014, +/- 0.001,pt08.s1(co)
GradientBoostingRegressor,,plain,,0.005, +/- 0.001,pt08.s4(no2)
GradientBoostingRegressor,,plain,,0.005, +/- 0.000,pt08.s2(nmhc)
GradientBoostingRegressor,,plain,,0.004, +/- 0.000,c6h6(gt)
GradientBoostingRegressor,,plain,,0.003, +/- 0.001,ah
GradientBoostingRegressor,,plain,,0.002, +/- 0.001,rh
